OBJECTID,Station_ID,Feature_Origin,Notes,Mode_Observation,Slip_Sense,Scarp_Facing_Direction,Local_Fault_Dip,Local_Fault_Azimuth_Degrees,Slip_Azimuth,Fault_Slip_Measurement_Type,Heave_cm,Heave_min_cm,Heave_max_cm,Rupture_Expression,Rupture_Width_m,Rupture_Width_Min_m,Rupture_Width_Max_m,VM_Slip_Azimuth,Plunge,Net_Slip_Preferred_cm,Net_Slip_Min_cm,Net_Slip_Max_cm,Vector_Offset_Feature_Notes,Horizontal_Separation_cm,Horizontal_Separation_Min_cm,Horizontal_Separation_Max_cm,Vertical_Separation_cm,Vertical_Separation_Min_cm,Vertical_Separation_Max_cm,Slip_Offset_Feature_Notes,GlobalID,CreationDate,Creator,EditDate,Editor,fault_az_min_L,fault_az_max_L,fault_dip_min_L,fault_dip_max_L,local_frac_az_min_L,local_frac_az_max_L,striations_observed_L,gouge_observed_L,vect_plunge_min_L,vect_plunge_max_L,vect_az_min_L,vect_az_max_L,horiz_az_min_L,horiz_az_max_L,_citation,_latitude,_longitude,_napa_photo_exists,_observed_feature,_orig_lat,_orig_lon,Net_Slip_Preffered_cm
1832,306.0,Tectonic,Source: Napa 2014; Compression across fault trace; trace bearing 357 deg.,,,,,357,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Ponti/Holzer/Dawson,,,,,,,,,,,,,,,,,,38.29142307,-122.343322,Y,Soil,38.29138,-122.34335,
473,307.0,Tectonic,Source: Napa 2014; nan,,RL,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Holzer/Ponti,,,,,,,,,,,,,,,,,,38.291515,-122.34332,Y,Soil,38.29185104,-122.3433533,
19,308.0,Tectonic,Source: Napa 2014; Apparent left stepping en echelon pattern in fracture zone trending 345.,,RL,,,345,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:31,Ponti,,,,,,,,,,,,,,,,,,38.29160045,-122.342184,N,Soil,38.29159546,-122.3421707,
2169,309.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Dawson,,,,,,,,,,,,,,,,,,38.29169215,-122.343334,Y,Soil,38.29151917,-122.3433151,
628,310.0,Tectonic,Source: Napa 2014; Tape 268 degrees. 29 cm right-lateral. Minimum due to step over.,,RL,,,009**,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Dawson/Ponti/Holzer,,,,,,,,,,,,,,,,,,38.29184812,-122.3433525,Y,Vineyard row,38.29182434,-122.343277,29.5**
627,311.0,Tectonic,Source: Napa 2014; Vineyard row offset 37.5 cm; bearing of row 272 degrees.,,RL,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Dawson/Holzer/Ponti,,,,,,,,,,,,,,,,,,38.291878,-122.343346,Y,Vineyard row,38.2918129,-122.3433075,37.8
515,312.0,Tectonic,Source: Napa 2014; Buhman Ave vineyard offset.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:30,Zaccone,,,,,,,,,,,,,,,,,,38.291878,-122.343346,Y,Vineyard row,38.29188156,-122.3433304,
629,313.0,Tectonic,"Source: Napa 2014; Tape orientation. 268 degrees. Vineyard row offset 40 cm right-lateral. Far field strike 355, 23 cm vertical, tape down to east. Probably maximum.",,RL,W,,355,,,,,,A,,,,,,,,,,2.1*,,,23*,,,,,2014:08:25,Dawson/Holzer/Ponti,,,,,,,,,,,,,,,,,,38.291899,-122.343341,Y,Vineyard row,38.29186249,-122.3432541,40.1
470,314.0,Tectonic,"Source: Napa 2014; 28 cm vertical offset, down to east.",,,W,,,,,,,,A,,,,,,,,,,,,,28*,,,,,2014:08:25,Holzer/Dawson/Ponti,,,,,,,,,,,,,,,,,,38.29193201,-122.3433332,Y,Vineyard row,38.29186,-122.3433,
408,315.0,Tectonic,"Source: Napa 2014; Fractures in soil/pavement; N20W zone trend over length of ~30 m across road. West-down component of displacement and extension;en echelon, semi-continuous with right-lateral 7-13 cm.",,RL,E,,340,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:31,Hudnut,,,,,,,,,,,,,,,,,,38.291966,-122.342047,Y,Soil,38.29196548,-122.3420715,7-13*
2193,316.0,Tectonic,Source: Napa 2014; nan,,RL,E,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:31,Hudnut/Prentice,,,,,,,,,,,,,,,,,,38.291966,-122.342047,Y,Soil,38.29197,-122.342085,
2168,317.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Dawson,,,,,,,,,,,,,,,,,,38.29209982,-122.343337,Y,Soil,38.29209518,-122.3433304,
1834,318.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Ponti,,,,,,,,,,,,,,,,,,38.29231347,-122.343339,Y,Soil,38.29231262,-122.3433685,
2194,319.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Dawson,,,,,,,,,,,,,,,,,,38.29242937,-122.3433354,Y,Soil,38.292429,-122.343335,
1831,320.0,Tectonic,Source: Napa 2014; Fault trace west of Buhman Ave.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Holzer/Ponti,,,,,,,,,,,,,,,,,,38.29242937,-122.3433354,Y,Soil,38.29242325,-122.3433304,
510,321.0,Tectonic,Source: Napa 2014; Buhman Ave vineyard rupture.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:26,Zaccone,,,,,,,,,,,,,,,,,,38.29242937,-122.3433354,Y,Soil,38.29231644,-122.3433151,
1530,322.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:01,Seitz,,,,,,,,,,,,,,,,,,38.29242937,-122.3433354,Y,Soil,38.29242325,-122.3433228,
947,323.0,Tectonic,Source: Napa 2014; Fault at saddle just west of road.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:28,Wills,,,,,,,,,,,,,,,,,,38.29244958,-122.3433341,Y,Soil,38.29255676,-122.343132,
32,324.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:02,Schwartz,,,,,,,,,,,,,,,,,,38.29244958,-122.343334,Y,Soil,38.29238892,-122.343277,
467,325.0,Tectonic,Source: Napa 2014; Fault trace; 12 cm of compression if 11.8 ft long baseline assumed originally level; Fault trace bearing 357 deg.,,,,,357,,,,,,A,,,,,,,,,,12*,,,,,,,,2014:08:25,Holzer/Dawson/Ponti,,,,,,,,,,,,,,,,,,38.29262596,-122.3433291,Y,Soil,38.29243088,-122.3433228,
511,326.0,Tectonic,Source: Napa 2014; Buhman Ave vineyard rupture.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:26,Zaccone,,,,,,,,,,,,,,,,,,38.29266449,-122.3433306,Y,Soil,38.29231644,-122.3433151,
7,327.0,Tectonic,Source: Napa 2014; Fracture crossing the road. Photo to the northwest. En echelon trend approximately 350.,,,,,350,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:31,Ponti,,,,,,,,,,,,,,,,,,38.2926684,-122.3423773,Y,Soil,38.29266739,-122.3424149,
632,328.0,Tectonic,"Source: Napa 2014; Possible match 50 or 60 cm right-lateral slip. Approx. 12 cm vertical, up on west.",,RL,W,,,,,,,,A,,,,,,,,,,,,,12*,,,,,2014:08:25,Dawson,,,,,,,,,,,,,,,,,"Dawson, T., Kelson, K., Wesling, J., Hudnut, K. and Ponti, D., 2014, Surface fault rupture associated with the M 6.0 South Napa earthquake of August 24, 2014, in August 24, 2014 South Napa, California Earthquake, section 3: GEER Association Rept. No. GEER-037.",38.292718,-122.343361,Y,Soil,38.29253769,-122.3433838,50-60*
517,329.0,Tectonic,Source: Napa 2014; Buhman Ave vineyard rupture.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:30,Zaccone,,,,,,,,,,,,,,,,,,38.292781,-122.343353,Y,Soil,38.29231644,-122.3433151,
2171,330.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Dawson/Holzer/Ponti,,,,,,,,,,,,,,,,,,38.29288929,-122.343362,Y,Soil,38.29283142,-122.3433609,
23,331.0,Tectonic,Source: Napa 2014; Small en echelon cracks approximately 1 m long and spaced approximately 60 cm apart to the west of the gravel farm road. Looks like the slip might be diminishingto the north.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:31,Ponti,,,,,,,,,,,,,,,,,,38.29303446,-122.3425699,Y,Soil,38.2930336,-122.3425598,
2195,332.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Holzer/Dawson/Ponti,,,,,,,,,,,,,,,,,,38.29307177,-122.343373,Y,Soil,38.293071,-122.343372,
11,333.0,Tectonic,Source: Napa 2014; Fractures appear to be stepping to the west. ,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:31,Ponti,,,,,,,,,,,,,,,,,,38.29312252,-122.3426417,N,Soil,38.29311752,-122.3426285,
27,334.0,Tectonic,"Source: Napa 2014; Very difficult to see rupture here, it appears to be dying out.",,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:31,Ponti,,,,,,,,,,,,,,,,,,38.29330562,-122.3427409,N,Soil,38.29330063,-122.3427277,
1744,335.0,Tectonic,Source: Napa 2014; Site name: oak_rock - Measurement: 23 cm; Measurement azimuth: 0; Feature azimuth: None; Displacement sense: RL.,,RL,,,0,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.29645608,-122.3439094,Y,Pavement,38.29647064,-122.3442841,23
633,336.0,Tectonic,Source: Napa 2014; Oak Rock Lane.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Dawson,,,,,,,,,,,,,,,,,,38.29645608,-122.3439094,Y,Curb/Sidewalk,38.2964325,-122.3439407,
1745,337.0,Tectonic,"Source: Napa 2014; Site name: leaning_oak - Measurement: 32 cm - Measurement azimuth: 356 - Feature azimuth: None - Displacement sense: RL; edge of pavement offset 15 cm, likely smaller due to rotation. (Compiler note: Notes above from summary spreadsheet provided. Published slip (Morelan and others, 2015) for this site is 16 cm on azimuth 354 with note that value may be an underestimate. Unclear whether larger value may be from revisit by the observers on 8/25.",,RL,,,354,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.29810494,-122.3441959,Y,Pavement,38.29809189,-122.344162,16
1939,338.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.29810494,-122.3441959,Y,Pavement,38.29810715,-122.3442001,
1940,339.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.298229,-122.344262,Y,Curb/Sidewalk,38.29823303,-122.3442612,
2196,340.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.298229,-122.344262,Y,Curb/Sidewalk,38.298229,-122.344262,
1214,341.0,Tectonic,"Source: Napa 2014; Observed deformation of paved road surface and natural ground surface. Total width of deformation zone ~14 m in paved surface. Documented ~33 cm apparent right lateral separation of brick driveway margin. Observed ground deformation, mole track, extending north ~50 m. Deformation through driveway and along mole track to north appears to be confined to narrow zone ~1-2 m wide. Additional ground cracking observed south of Leaning Oak Rd. extending unquantified distance into vineyard. ",,RL,,,355**,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Brossy,,,,,,,,,,,,,,,,,,38.298229,-122.344262,Y,Curb/Sidewalk,38.29825211,-122.3442001,33.1**
253,342.0,Tectonic,"Source: Napa 2014; Driveway curb on Leaning Oak Dr, offset 5 days post-earthquake; photo shows north curb. Offset is average of the two curbs. measurements. Offset = 32.5 ± 0.5 cm; curb az. 81.5, fault 352.5, so it is perpendicular",,RL,,,352.5,,,0,,,A,,,,,,,,,,slight,,,,,,,,2014:08:29,Lienkaemper,,,,,,,,,,,,,,,,,,38.298229,-122.344262,Y,Curb/Sidewalk,38.29825211,-122.3442459,32.5
1803,343.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.29825001,-122.3442616,Y,Soil,38.29824829,-122.3442535,
255,344.0,Tectonic,"Source: Napa 2014; rupture photo, driveway, on Leaning Oak Dr., offset 5 days post-earthquake.",,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:29,Lienkaemper,,,,,,,,,,,,,,,,,,38.29825001,-122.3442616,Y,Soil,38.29824829,-122.3442612,
1802,345.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.29827426,-122.3442608,Y,Soil,38.29827881,-122.3442612,
1199,346.0,Tectonic,"Source: Napa 2014; Compiler note: Photo create time indicates observation date was 11/12/2014. However, fracture appears too fresh for this date. Likely this photo was taken on 8/25/14, when observer visited nearby sites.",,RL,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Brossy,,,,,,,,,,,,,,,,,,38.29827426,-122.3442608,Y,Curb/Sidewalk,38.29824829,-122.3442612,
1941,347.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.29827426,-122.3442608,Y,Soil,38.29827881,-122.3442612,
252,348.0,Tectonic,"Source: Napa 2014; North driveway curb on Leaning Oak Dr., offset 5 days post-earthquake.",,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:29,Lienkaemper,,,,,,,,,,,,,,,,,,38.29827426,-122.3442608,Y,Curb/Sidewalk,38.29829407,-122.3442459,
513,349.0,Tectonic,Source: Napa 2014; Leaning Oak Drive.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:30,Zaccone,,,,,,,,,,,,,,,,,,38.29827426,-122.3442608,Y,Curb/Sidewalk,38.29823303,-122.3442001,
1804,350.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.29834125,-122.3442563,Y,Soil,38.29833603,-122.3442535,
1942,351.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.29834125,-122.3442563,Y,Soil,38.29833603,-122.3442535,
1213,352.0,Tectonic,Source: Napa 2014; nan,,RL,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Brossy,,,,,,,,,,,,,,,,,"Dawson, T., Kelson, K., Wesling, J., Hudnut, K. and Ponti, D., 2014, Surface fault rupture associated with the M 6.0 South Napa earthquake of August 24, 2014, in August 24, 2014 South Napa, California Earthquake, section 3: GEER Association Rept. No. GEER-037.",38.29834125,-122.344256,Y,Soil,38.29834366,-122.3442383,
257,353.0,Tectonic,"Source: Napa 2014; In field north of Leaning Oak Dr., view southward of rupture.",,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:09:27,Lienkaemper,,,,,,,,,,,,,,,,,,38.29844251,-122.344264,Y,Soil,38.29844284,-122.3442459,
251,354.0,Tectonic,"Source: Napa 2014; Farther north, in field north of Leaning Oak Dr, view southward of rupture, showing ~ 1 m left stepover.",,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:29,Lienkaemper,,,,,,,,,,,,,,,,,,38.29849216,-122.3442645,Y,Soil,38.29848862,-122.3442535,
1208,355.0,Tectonic,"Source: Napa 2014; Observed ground surface deformation in fluvial surface adjacent to an unnamed creek within fenced-in grazing area; unable to access. Deformation feature extended ~20-25 m, with apparent vertical displacement of ~3-5 cm. Compiler note: upthrown side inferred from photo.",,,W,,,,,,,,A,,,,,,,,,,,,,3-5*,,,,,2014:08:25,Brossy,,,,,,,,,,,,,,,,,"Dawson, T., Kelson, K., Wesling, J., Hudnut, K. and Ponti, D., 2014, Surface fault rupture associated with the M 6.0 South Napa earthquake of August 24, 2014, in August 24, 2014 South Napa, California Earthquake, section 3: GEER Association Rept. No. GEER-037.",38.29945177,-122.3444064,Y,Soil,38.29925919,-122.3441467,
466,356.0,Tectonic,Source: Napa 2014; Twin Oaks Ct: faulting.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Holzer,,,,,,,,,,,,,,,,,,38.30180395,-122.3440114,Y,Pavement,38.30181122,-122.3440094,
1944,357.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.30233779,-122.3437699,Y,Curb/Sidewalk,38.30241394,-122.3435593,
1945,358.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.30233779,-122.3437699,Y,Foundation,38.30231476,-122.3437729,
1103,359.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:30,Wells,,,,,,,,,,,,,,,,,,38.30233779,-122.3437699,Y,Foundation,38.30234909,-122.3437653,
453,360.0,Tectonic,"Source: Napa 2014; Twin Oaks Dr: tented sidewalk south side, wracked garage south side.",,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Holzer,,,,,,,,,,,,,,,,,,38.302389,-122.343712,Y,Curb/Sidewalk,38.30253983,-122.3435974,
1746,361.0,Tectonic,Source: Napa 2014; Site name: twin_oaks - Measurement: 2 cm - Measurement azimuth: 0 - Feature azimuth: None - Displacement sense: LL. Compiler note: Photographs of curb edge overall shows > approx. 10cm RL curb offset.,,LL,,,0,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.30241532,-122.3437356,Y,Curb/Sidewalk,38.30241394,-122.3435593,2
2182,362.0,Tectonic,Source: Napa 2014; Surface rupture disrupting sidewalks and curb on Twin Oaks Drive in Napa. Right- lateral displacement was on the order of 10-20 cm at this location.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:26,Dawson,,,,,,,,,,,,,,,,,"Dawson, T., Kelson, K., Wesling, J., Hudnut, K. and Ponti, D., 2014, Surface fault rupture associated with the M 6.0 South Napa earthquake of August 24, 2014, in August 24, 2014 South Napa, California Earthquake, section 3: GEER Association Rept. No. GEER-037.",38.30241532,-122.3437356,Y,Curb/Sidewalk,38.3024025,-122.3437424,"10-20"""
491,363.0,Tectonic,Source: Napa 2014; Twin Oaks Drive.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:26,Zaccone,,,,,,,,,,,,,,,,,,38.30241532,-122.3437356,Y,Curb/Sidewalk,38.30243301,-122.3434982,
465,364.0,Tectonic,Source: Napa 2014; Twin Oaks Dr: faulting.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Holzer,,,,,,,,,,,,,,,,,,38.30251163,-122.3435701,Y,Pavement,38.30250931,-122.3437119,
2197,365.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:26,Dawson,,,,,,,,,,,,,,,,,,38.30251163,-122.3435701,Y,Pavement,,,
490,366.0,Tectonic,Source: Napa 2014; Twin Oaks Drive.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:26,Zaccone,,,,,,,,,,,,,,,,,,38.30251163,-122.3435701,Y,Pavement,38.30243301,-122.3434982,
803,367.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:26,Lancaster,,,,,,,,,,,,,,,,,,38.30251163,-122.3435701,Y,Pavement,38.30259323,-122.3434296,
2183,368.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:26,Dawson,,,,,,,,,,,,,,,,,,38.30252017,-122.3436946,Y,Pavement,38.30244827,-122.3437119,
493,369.0,Tectonic,Source: Napa 2014; Twin Oaks Drive.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:26,Zaccone,,,,,,,,,,,,,,,,,,38.30252017,-122.3436946,Y,Curb/Sidewalk,38.30243301,-122.3434982,
1101,370.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:30,Wells,,,,,,,,,,,,,,,,,,38.30252017,-122.3436946,Y,Curb/Sidewalk,38.30251694,-122.3437042,
1099,371.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:30,Wells,,,,,,,,,,,,,,,,,,38.302851,-122.34349,Y,Curb/Sidewalk,38.30284882,-122.3434906,
495,372.0,Tectonic,Source: Napa 2014; White Cliff,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:26,Zaccone,,,,,,,,,,,,,,,,,,38.302872,-122.343454,Y,Curb/Sidewalk,38.30284882,-122.3434525,
1100,373.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:30,Wells,,,,,,,,,,,,,,,,,,38.30294155,-122.3434962,Y,Curb/Sidewalk,38.30293274,-122.3434906,
1747,374.0,Tectonic,Source: Napa 2014; Site name: white_cliff - Measurement: 15 cm - Measurement azimuth: 30 - Feature azimuth: None - Displacement sense: RL.,,RL,,,30,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.303015,-122.343488,Y,Curb/Sidewalk,38.30300522,-122.3435364,15
1948,375.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:25,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.303015,-122.343488,Y,Curb/Sidewalk,38.30392075,-122.3430557,
1095,376.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:30,Wells,,,,,,,,,,,,,,,,,,38.303015,-122.343488,Y,Curb/Sidewalk,38.30301666,-122.343483,
452,377.0,Tectonic,Source: Napa 2014; White Cliff Cir: extension crack in pavement; water break repair.,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:24,Holzer,,,,,,,,,,,,,,,,,,38.30307446,-122.3434374,Y,Pavement,38.30308151,-122.3434219,
1097,378.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:30,Wells,,,,,,,,,,,,,,,,,,38.30312465,-122.3433589,Y,Curb/Sidewalk,38.30313492,-122.3434067,
497,379.0,Tectonic,Source: Napa 2014; White Cliff Circle,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:26,Zaccone,,,,,,,,,,,,,,,,,,38.30315188,-122.3433845,Y,Curb/Sidewalk,38.30313492,-122.3434296,
1096,380.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,2014:08:30,Wells,,,,,,,,,,,,,,,,,,38.30315188,-122.3433845,Y,Curb/Sidewalk,38.3031311,-122.3434219,
