OBJECTID,Station_ID,Feature_Origin,Notes,Confidence_Feature_ID,Mode_Observation,Slip_Sense,Scarp_Facing_Direction,Local_Fault_Dip,Local_Fault_Azimuth_Degrees,Slip_Azimuth,Fault_Slip_Measurement_Type,Heave_cm,Heave_min_cm,Heave_max_cm,Rupture_Expression,Rupture_Width_m,Rupture_Width_Min_m,Rupture_Width_Max_m,VM_Slip_Azimuth,Plunge,Net_Slip_Preferred_cm,Net_Slip_Min_cm,Net_Slip_Max_cm,Vector_Measurement_Confidence,Vector_Offset_Feature_Notes,Horizontal_Separation_cm,Horizontal_Separation_Min_cm,Horizontal_Separation_Max_cm,Vertical_Separation_cm,Vertical_Separation_Min_cm,Vertical_Separation_Max_cm,Slip_Measurement_Confidence,Slip_Offset_Feature_Notes,Diameter_m,Height_of_Material_m,Estimated_Max_VertMov_m,LQ_Area_Affected_sqm,Date_of_Movement,Displacement_Amount,Est_Direction_SM,Landslide_Feature,Slide_Type,Material_Type,Depth,SM_Area_Affected_sqm,Est_Max_Drop_Elev_ft,Length_Exposed_Downslope,Cause_of_Damage,Facility_Affected,Utility_Affected,Damage_Severity,GlobalID,CreationDate,Creator,EditDate,Editor,_citation,_comp_offset,_latitude,_longitude,_observed_feature,_orig_lat,_orig_lon,_photo,_trace
151,151,Tectonic,Source: Napa 2014; Left-lateral line offset.,,,LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:08:24,,,,,,,,,,,,,,,59:55.9,Dawson,59:55.9,Napa_Migration,,,38.25406764,-122.3261851,Pavement,38.25442505,-122.3265076,Y,A
152,152,Tectonic,Source: Napa 2014; Southern limit of faulting; 5 cm wide crack in road.,,,,,,,,,5*,,,,,,,,,,,,,,,,,,,,,,,,,,2014:08:24,,,,,,,,,,,,,,,59:55.9,Lancaster/Pridmore,59:55.9,Napa_Migration,,,38.25406764,-122.3261851,Pavement,38.25410461,-122.3262024,N,A
153,153,Tectonic,Source: Napa 2014; Cracking in vineyard oriented 10 degree azimuth.,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:08:24,,,,,,,,,,,,,,,59:55.9,Lancaster/Pridmore,59:55.9,Napa_Migration,,,38.25422405,-122.3262004,Soil,38.25420761,-122.3262482,N,A
154,154,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:08:24,,,,,,,,,,,,,,,59:55.9,Dawson,59:55.9,Napa_Migration,,,38.25444294,-122.326436,Soil,38.25446701,-122.3264923,Y,A
155,155,Tectonic,Source: Napa 2014; Compiler note: Probable clockwise rotation of pavement from here south to Stn. 157 producing LL offset of pavement line.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:08:24,,,,,,,,,,,,,,,59:55.9,Dawson,59:55.9,Napa_Migration,,,38.2544461,-122.3266275,Pavement,38.25448227,-122.3265381,Y,A
156,156,Tectonic,"Source: Napa 2014; Fault in road, up to the north; reverse separation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:08:24,,,,,,,,,,,,,,,59:55.9,Lancaster/Pridmore,59:55.9,Napa_Migration,,,38.25445937,-122.3266045,Pavement,38.25468826,-122.3267746,Y,A
157,157,Tectonic,Source: Napa 2014; Cuttings Wharf Road. 4 to 5 additional centimeters of vertical since road was patched. Compiler note: upthrown side inferred from photo.,,,,N,,,,,,,,,,,,,,,,,,,,,,4-5*,,,,,,,,,2014:08:25,,,,,,,,,,,,,,,59:56.0,Dawson,59:56.0,Napa_Migration,,,38.25445937,-122.3266045,Pavement,38.25451279,-122.3264542,Y,A
158,158,Tectonic,Source: Napa 2014; Fresh cracks in asphalt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:08:24,,,,,,,,,,,,,,,59:56.0,Dawson,59:56.0,Napa_Migration,,,38.2544617,-122.3266004,Pavement,38.2544899,-122.3265991,Y,A
159,159,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:08:24,,,,,,,,,,,,,,,59:56.0,Morelan/Trexler,59:56.0,Napa_Migration,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,38.25446525,-122.3264298,Soil,38.25450897,-122.3264008,Y,A
160,160,Tectonic,Source: Napa 2014; Site name: cuttings wharf - Measurement: 2 cm - Measurement azimuth: 95 - Feature azimuth: 5 - Displacement sense: opening.,,,,,,5,,,2*,,,,,,,,,,,,,,,,,,,,,,,,,,2014:08:24,,,,,,,,,,,,,,,59:56.0,Morelan/Trexler,59:56.0,Napa_Migration,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",,38.2544756,-122.3265763,Pavement,38.25439835,-122.3265991,Y,A
161,161,Tectonic,Source: Napa 2014; Cuttings Wharf Road: surface faulting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:08:24,,,,,,,,,,,,,,,59:56.0,Holzer,59:56.0,Napa_Migration,,,38.2544756,-122.3265763,Pavement,38.2544899,-122.3265686,Y,A
