OBJECTID,Station_ID,Feature_Origin,Notes,Confidence_Feature_ID,Mode_Observation,Slip_Sense,Scarp_Facing_Direction,Local_Fault_Dip,Local_Fault_Azimuth_Degrees,Slip_Azimuth,Fault_Slip_Measurement_Type,Heave_cm,Heave_min_cm,Heave_max_cm,Rupture_Expression,Rupture_Width_m,Rupture_Width_Min_m,Rupture_Width_Max_m,VM_Slip_Azimuth,Plunge,Net_Slip_Preferred_cm,Net_Slip_Min_cm,Net_Slip_Max_cm,Vector_Measurement_Confidence,Vector_Offset_Feature_Notes,Horizontal_Separation_cm,Horizontal_Separation_Min_cm,Horizontal_Separation_Max_cm,Vertical_Separation_cm,Vertical_Separation_Min_cm,Vertical_Separation_Max_cm,Slip_Measurement_Confidence,Slip_Offset_Feature_Notes,Diameter_m,Height_of_Material_m,Estimated_Max_VertMov_m,LQ_Area_Affected_sqm,Date_of_Movement,Displacement_Amount,Est_Direction_SM,Landslide_Feature,Slide_Type,Material_Type,Depth,SM_Area_Affected_sqm,Est_Max_Drop_Elev_ft,Length_Exposed_Downslope,Cause_of_Damage,Facility_Affected,Utility_Affected,Damage_Severity,GlobalID,CreationDate,Creator,EditDate,Editor,_citation,_comp_offset,_latitude,_longitude,_observed_feature,_orig_lat,_orig_lon,_photo,_trace
11,11,Tectonic,Source: Napa 2014; Fault rupture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:09:10,,,,,,,,,,,,,,,59:54.7,Hoirup/Hitchcock,59:54.7,Napa_Migration,,,38.22024316,-122.3095115,Soil,38.22023773,-122.3095016,Y,A
12,12,Tectonic,Source: Napa 2014; Water at fault?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:09:10,,,,,,,,,,,,,,,59:54.7,Hoirup/Hitchcock,59:54.7,Napa_Migration,,,38.22032932,-122.3095359,Soil,38.22032547,-122.3095245,Y,A
13,13,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:09:10,,,,,,,,,,,,,,,59:54.7,Hoirup/Hitchcock,59:54.7,Napa_Migration,,,38.22050242,-122.3096156,Soil,38.22049713,-122.3096008,Y,A
14,14,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:08:24,,,,,,,,,,,,,,,59:54.7,Dawson/Davenport,59:54.7,Napa_Migration,,,38.22510638,-122.3122798,Soil,38.22517776,-122.3123245,Y,A
15,15,Tectonic,Source: Napa 2014; Rupture through gravel lot.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:08:24,,,,,,,,,,,,,,,59:54.7,Dawson/Davenport,59:54.7,Napa_Migration,,,38.22539943,-122.3124133,Soil,38.22532272,-122.3124237,Y,A
16,16,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:08:24,,,,,,,,,,,,,,,59:54.7,Dawson/Davenport,59:54.7,Napa_Migration,,,38.22585247,-122.3125871,Soil,38.22583389,-122.312561,Y,A
17,17,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:08:24,,,,,,,,,,,,,,,59:54.7,Dawson/Davenport,59:54.7,Napa_Migration,,,38.22617131,-122.3127392,Soil,38.22616577,-122.3127289,Y,A
18,18,Tectonic,Source: Napa 2014; 3.5- to 4.5-m-wide zone of left-stepping en echelon transtensional fractures.,,,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:09:02,,,,,,,,,,,,,,,59:54.7,Lutz,59:54.7,Napa_Migration,,,38.22843959,-122.3137076,Soil,38.22843552,-122.3136902,N,A
19,19,Tectonic,Source: Napa 2014; 1.5-m-wide zone of left-stepping en echelon transtensional fractures.,,,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:09:02,,,,,,,,,,,,,,,59:54.8,Lutz,59:54.8,Napa_Migration,,,38.22864888,-122.3138314,Soil,38.22864151,-122.3138199,N,A
20,20,Tectonic,Source: Napa 2014; 3.5- to 4.5-m-wide zone of left-stepping en echelon transtensional fractures.,,,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:09:02,,,,,,,,,,,,,,,59:54.8,Lutz,59:54.8,Napa_Migration,,,38.22898219,-122.3139476,Soil,38.2289772,-122.3139343,N,A
21,21,Tectonic,Source: Napa 2014; 3-m-wide zone of left-stepping en echelon transtensional fractures.,,,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:09:02,,,,,,,,,,,,,,,59:54.8,Lutz,59:54.8,Napa_Migration,,,38.2291113,-122.3139926,Soil,38.2291069,-122.3139954,N,A
22,22,Tectonic,Source: Napa 2014; 1.5-m-wide zone of left-stepping en echelon transtensional fractures.,,,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:09:02,,,,,,,,,,,,,,,59:54.8,Lutz,59:54.8,Napa_Migration,,,38.22930263,-122.3140925,Soil,38.22929764,-122.3140793,N,A
23,23,Tectonic,Source: Napa 2014; 3-m-wide zone of left-stepping en echelon transtensional fractures: slip vector length is 0.35 ft along 355 bearing. Average fault azimuth is 345. Slip measurement is minimum value.,,,RL,,,345,,,>1.9,,,,,,,,,,,,,,>10.5,,,,,,,,,,,,2014:09:16,,,,,,,,,,,,,,,59:54.8,Lutz,59:54.8,Napa_Migration,,,38.22946063,-122.3141524,Soil,38.22945404,-122.3141479,Y,A
24,24,Tectonic,Source: Napa 2014; 1.5-m-wide zone of left-stepping en echelon transtensional fractures.,,,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:09:02,,,,,,,,,,,,,,,59:54.8,Lutz,59:54.8,Napa_Migration,,,38.22959996,-122.3142271,Soil,38.22959518,-122.314209,N,A
25,25,Tectonic,Source: Napa 2014; Left-stepping en echelon transtensional fractures.,,,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:09:02,,,,,,,,,,,,,,,59:54.8,Lutz,59:54.8,Napa_Migration,,,38.22976256,-122.3143222,Soil,38.22975159,-122.3143005,N,A
26,26,Tectonic,Source: Napa 2014; Left-stepping en echelon transtensional fractures.,,,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:09:02,,,,,,,,,,,,,,,59:54.8,Lutz,59:54.8,Napa_Migration,,,38.22993584,-122.3144102,Soil,38.22993088,-122.3143921,N,A
27,27,Tectonic,Source: Napa 2014; 4.5- to 6-m-wide zone of left-stepping en echelon transtensional fractures.,,,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:09:02,,,,,,,,,,,,,,,59:54.8,Lutz,59:54.8,Napa_Migration,,,38.23008841,-122.3145144,Soil,38.23008347,-122.3144989,N,A
28,28,Tectonic,Source: Napa 2014; 1.5-m-wide zone of left-stepping en echelon transtensional fractures.,,,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:09:02,,,,,,,,,,,,,,,59:54.8,Lutz,59:54.8,Napa_Migration,,,38.2302108,-122.3145757,Soil,38.23020554,-122.3145599,N,A
29,29,Tectonic,Source: Napa 2014; 1.5- to 3-m-wide zone of left-stepping en echelon transtensional fractures: slip vector length was 0.55 ft along 350 bearing. Average fault azimuth was 345.,,,RL,,,345,,,>1.5,,,,,,,,,,,,,,>16.7,,,,,,,,,,,,2014:09:16,,,,,,,,,,,,,,,59:54.8,Lutz,59:54.8,Napa_Migration,,,38.23037486,-122.3146565,Soil,38.23036957,-122.3146439,Y,A
30,30,Tectonic,Source: Napa 2014; 4.5-m-wide zone of left-stepping en echelon transtensional fractures.,,,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:09:02,,,,,,,,,,,,,,,59:54.8,Lutz,59:54.8,Napa_Migration,,,38.23052984,-122.3147216,Soil,38.23052216,-122.3147049,N,A
